Name,edr3id,TIC,DESIID,RA(deg),DEC(deg),CLASS,Pwd,G,bp_rp,MG,AV,Teff,Teff_err,Log_g,e_logg,Chi2,RV,sample
WDJ234034.55+012416.13,2646118355949741568,2052769008,39627826923573709,355.1444302515608,1.4047116524141403,DZ,0.99,19.167,0.572,13.9,0.02,,,,,,,non-DA
WDJ210511.06-052317.34,6911982128918661120,1997092223,39627657268173045,316.29595846652893,-5.388209689598239,DZ,0.99,19.76,0.45,13.515,0.04,,,,,,,non-DA
WDJ135637.80+404703.46,1498645171976598016,1000999943,39633091106441735,209.15720929721405,40.784342162156406,DZ,0.99,18.812,0.372,13.661,0.03,,,,,,,non-DA
WDJ031320.51-022526.50,3262094628442474496,649751406,39627725140395836,48.335390777871126,-2.4240608934752825,DZ,0.94,19.933,0.634,13.23,0.08,,,,,,,non-DA
WDJ144830.62+295817.51,1282587151389252096,1101447909,39628481339852305,222.12750718485415,29.971472254373975,DZ,0.99,19.085,0.163,13.009,0.04,,,,,,,non-DA
WDJ173515.18+262458.26,4594087819430599680,1507892181,39628407381694247,263.8132166335203,26.416038873738593,DZ,1.0,19.093,0.016,12.041,0.08,,,,,,,non-DA
WDJ003416.04+273430.27,2857547329505058304,611777506,39628425131984883,8.567670944393699,27.575308509001974,DZ,1.0,18.82,0.719,14.192,0.03,,,,,,,non-DA
WDJ010609.53+163833.08,2783775768638171136,611337667,39628184416683917,16.539532434521497,16.64230646181904,DZ,0.99,19.432,0.369,13.127,0.04,,,,,,,non-DA
WDJ170428.67+044323.63,4391943706176934912,1307288711,39627903708697319,256.11942156359527,4.723109261680696,DZ,0.94,20.57,0.19,12.318,0.41,,,,,,,non-DA
WDJ012211.39+042000.91,2563395533482674176,630466546,39627887715811899,20.547457751137003,4.333574412618846,DZ,0.92,20.399,0.624,13.23,0.07,,,,,,,non-DA
WDJ092052.58-043841.43,5758622400208718848,876376572,39627672392828383,140.21890246290374,-4.644853928408284,DZ,0.99,19.877,0.175,12.662,0.05,,,,,,,non-DA
WDJ114310.27-014528.71,3793121807939483648,902867679,39627745398883236,175.79270075939257,-1.758104191270407,DZ,0.99,18.978,0.238,12.631,0.02,,,,,,,non-DA
WDJ153935.76+434149.05,1391258894950913280,1101847499,39633145212961563,234.8989346125889,43.6969317922962,DZ,0.99,19.9,0.084,12.71,0.06,,,,,,,non-DA
WDJ234214.05+205349.09,2826213928173923840,2053603207,39628287093246126,355.55850243993865,20.896814983025415,DZ,0.99,20.273,0.03,12.371,0.23,,,,,,,non-DA
WDJ005059.83+320152.01,360908197829410304,600193571,39628519843563146,12.748774193898734,32.03069395769016,DZ,1.0,20.314,0.37,14.341,0.05,,,,,,,non-DA
WDJ212626.39-052340.85,2671851463525072896,2024530529,39627657360441892,321.60995265079185,-5.39474138761531,DZ,0.99,19.407,0.381,13.338,0.03,,,,,,,non-DA
WDJ160513.91+020112.94,4412552780326920192,1203933261,39627837094757838,241.3080635557711,2.0202311631882304,DZ,0.99,19.647,0.336,12.802,0.22,,,,,,,non-DA
WDJ163503.86+201622.49,4563805997890546688,1205044841,39628268445371699,248.76602325977817,20.272854829501796,DZ,0.99,19.6,0.201,12.477,0.13,,,,,,,non-DA
WDJ204351.55-010809.20,4227004729941299712,1983734771,39627759743409725,310.9647803417121,-1.1359249933178786,DZ,0.99,19.892,0.24,12.824,0.1,,,,,,,non-DA
WDJ012806.86+071531.22,2566126754725313024,630480388,39627959920757892,22.028607049662483,7.258743790581225,DZ,1.0,19.901,-0.026,12.559,0.1,,,,,,,non-DA
WDJ150822.60+062242.46,1157277288640874496,1100088924,39627945332967593,227.09413855731083,6.378349563551888,DZ,1.0,19.28,0.052,12.107,0.07,,,,,,,non-DA
WDJ175013.57+624941.71,1439608510030608896,1400908861,39633419738548228,267.5563748784297,62.82832528034891,DZ,0.97,20.615,0.673,13.758,0.07,,,,,,,non-DA
WDJ153946.28+193055.80,1210014401793691136,1100841959,39628251156450150,234.94304616692185,19.515047318057142,DZ,0.99,19.703,0.462,13.491,0.07,,,,,,,non-DA
WDJ222459.92+181941.42,2738003614971045888,2025723981,39628224153522134,336.2495437171715,18.32804436601418,DZ,1.0,19.837,0.32,13.717,0.06,,,,,,,non-DA
WDJ093719.16+522802.33,1020417502917748096,841034957,39633285642456103,144.3293486515102,52.46732582255233,DZ,0.99,19.241,0.533,13.52,0.02,,,,,,,non-DA
WDJ025253.20+005439.44,2499087366116251648,649609747,39627809609488734,43.22188621583952,0.9108640865761948,DZ,0.99,19.755,0.305,13.299,0.08,,,,,,,non-DA
WDJ093452.33+392040.39,812942892868197120,840796779,39633062429984064,143.71803029479156,39.3444309596577,DZ,1.0,19.456,0.467,13.824,0.02,,,,,,,non-DA
WDJ100421.77-023756.95,3829348207813512192,841970579,2305843037743361189,151.090531110236,-2.63251237753815,DZ,0.98,18.884,0.286,12.536,0.03,,,,,,,non-DA
WDJ161801.03+011016.69,4408788670989492736,1203842709,39627819029889237,244.5042154697801,1.171117358686269,DZ,0.97,19.601,0.364,12.659,0.17,,,,,,,non-DA
WDJ130822.06+510453.43,1557299410034707712,950438174,39633263672689332,197.09162334802593,51.081509821734485,DZ,0.99,19.298,0.128,12.708,0.04,,,,,,,non-DA
WDJ154006.41+094825.52,1165174908864052224,1100245566,39628023254745364,235.0267216037347,9.8071430191206,DZ,0.99,19.597,0.611,13.741,0.05,,,,,,,non-DA
WDJ140945.06+072848.91,3674247695985619456,1002726226,39627969089507671,212.43786587502763,7.480105042880576,DZ,0.99,19.69,0.307,13.07,0.04,,,,,,,non-DA
WDJ220022.42-061430.97,2668559044675634176,2024455357,39627639459152228,330.0937321078205,-6.242084612285847,DZ,0.99,19.849,0.63,13.977,0.02,,,,,,,non-DA
WDJ041149.21-012027.94,3253467310457336320,672755794,39627755582655995,62.955077324233216,-1.3412410609686904,DZ,0.99,19.925,0.146,13.4,0.16,,,,,,,non-DA
WDJ004233.42+101101.00,2774310176113916928,611240850,39628031450418989,10.639137985989922,10.183436463549883,DZ,0.99,19.541,0.349,13.549,0.03,,,,,,,non-DA
WDJ161654.03+104147.27,4453820166136757248,1204618253,39628047200029725,244.2251760447669,10.69640355675434,DZ,0.99,19.576,0.033,12.777,0.09,,,,,,,non-DA
WDJ232356.41-065627.41,2630921799584012288,2052616499,39636417881572390,350.9850824359955,-6.941260702532193,DZ,1.0,19.602,0.584,14.159,0.02,,,,,,,non-DA
WDJ111800.17-041542.98,3786822052988785664,902796682,39627684933796221,169.50029932460086,-4.26195462668678,DZ,0.99,19.5,0.299,12.889,0.03,,,,,,,non-DA
WDJ145548.92+125010.45,1181559796781640704,1100439843,39628094218177296,223.9538521455472,12.836287680207109,DZ,1.0,18.917,0.051,12.334,0.05,,,,,,,non-DA
WDJ155259.01+014128.84,4411132726699581440,1103282310,39627831000437538,238.24567642917816,1.6912568793173677,DZ,0.98,20.124,0.339,12.944,0.27,,,,,,,non-DA
WDJ070914.67+415152.73,949500480394956032,742205475,39633108043040660,107.31103930197013,41.864224011079614,DZ,1.0,19.27,0.681,14.216,0.03,,,,,,,non-DA
WDJ133405.83+045802.23,3714693780969020928,1002801418,39627908850913527,203.5238815958591,4.967511318251418,DZ,0.98,18.759,1.24,14.856,0.01,,,,,,,non-DA
WDJ021148.99+050309.32,2518341640080155136,630391908,39627905998785603,32.95412998145063,5.052507812378,DZ,0.9,20.234,0.309,12.605,0.15,,,,,,,non-DA
WDJ221247.56+081437.92,2721297326059854336,2025385481,39627989062783294,333.1983943819244,8.243711865188253,DZ,0.99,19.256,0.187,13.126,0.04,,,,,,,non-DA
WDJ211802.19+050600.68,1732631245051060480,1935184507,39627910792875350,319.5090416881241,5.10010681921517,DZ,0.99,19.86,0.283,12.966,0.15,,,,,,,non-DA
WDJ223134.67+151905.28,2736005596184355840,2025680525,39628154725207281,337.8942452396613,15.317667853660124,DZ,0.95,19.873,0.9,13.944,0.05,,,,,,,non-DA
WDJ115026.39+114314.99,3919562316534661120,903378236,39628069824105912,177.6099247350517,11.720748443369189,DZ,0.84,20.343,0.018,10.517,0.09,,,,,,,non-DA
WDJ103603.06-084632.29,3762169524825381888,841594026,39627576666231895,159.01265226790505,-8.775688646907275,DZ,0.99,19.295,0.146,12.882,0.03,,,,,,,non-DA
WDJ114402.36+325911.93,4024772621396103680,903777646,39632940639979873,176.00955140562746,32.98638611984328,DZ,0.99,19.023,0.455,13.198,0.03,,,,,,,non-DA
WDJ150136.89+062720.94,1160138050392526848,1100139793,39627945303608815,225.4039337845037,6.455304171301747,DZ,0.99,18.817,0.358,13.505,0.03,,,,,,,non-DA
WDJ110541.59+724751.14,1078624858218235776,900704750,39633510989826386,166.4240239251788,72.79754199088919,DZ,1.0,19.575,1.012,14.696,0.02,,,,,,,non-DA
WDJ002617.27+001543.38,2543806226300973056,610837529,39627790877723541,6.571690807115045,0.2619770054443973,DZ,1.0,19.69,0.326,13.998,0.02,,,,,,,non-DA
WDJ095743.65+432320.13,808161284301494528,840759419,39633139785531461,149.43146091776404,43.38883437906277,DZ,0.99,19.852,0.537,13.676,0.02,,,,,,,non-DA
WDJ110545.36+495626.70,832812094477968000,900362566,39633247914691937,166.43858629420674,49.94016646223622,DZ,1.0,19.46,0.855,14.442,0.02,,,,,,,non-DA
WDJ010903.92+080217.83,2577817071589167104,610991128,39627977826240806,17.266654243512345,8.038267630625676,DZ,0.99,19.316,0.415,13.676,0.02,,,,,,,non-DA
WDJ115053.18-041123.27,3600111097257936384,902578461,39627685068018629,177.72141106537475,-4.189886594118778,DZ,0.99,19.512,0.367,13.251,0.02,,,,,,,non-DA
WDJ171439.94+250220.52,4573433252983789568,1309378590,39628374619984823,258.6662606997179,25.038702775108614,DZ,0.99,19.645,0.289,13.046,0.06,,,,,,,non-DA
WDJ143936.32-044830.54,6338053277015968768,1057738329,39627673726616499,219.9011875672414,-4.808476431611667,DZ,0.99,19.861,0.108,12.362,0.19,,,,,,,non-DA
WDJ154953.25+023929.67,4423539654567531008,1103582948,39627855147045121,237.4720262718813,2.658240637577299,DZ,0.98,20.277,0.329,12.748,0.28,,,,,,,non-DA
WDJ102829.16+765110.28,1127812850917287808,841354950,39633536625413120,157.12094276154747,76.852820816128,DZ,0.99,19.45,0.235,12.857,0.03,,,,,,,non-DA
WDJ124724.65+625329.09,1676751796385156352,950647296,39633421923780789,191.8520389257533,62.89138489130717,DZ,0.99,20.243,0.336,13.298,0.04,,,,,,,non-DA
WDJ234722.18-020255.36,2641431756355449344,2052724116,39627742395763603,356.8425589561285,-2.048780068865974,DZ,0.98,19.929,0.203,12.555,0.11,,,,,,,non-DA
WDJ022813.14+294053.55,131471805084154240,620417581,39628473391648957,37.054615939521085,29.681426276495525,DZ,0.99,19.28,0.125,13.031,0.11,,,,,,,non-DA
WDJ015523.19-020532.35,2504966008118067712,630286093,39627736892837267,28.847002209870112,-2.092455324538016,DZ,0.99,19.714,0.194,12.788,0.04,,,,,,,non-DA
WDJ100724.39+703849.55,1070726486375366400,841257375,39633495655450912,151.85046386801173,70.64711884345668,DZ,1.0,19.637,0.525,13.953,0.02,,,,,,,non-DA
WDJ081227.71+093207.35,3146525270484845568,804309909,39628015440759027,123.11544093489816,9.535553540321718,DZ,0.99,19.265,0.23,12.826,0.03,,,,,,,non-DA
WDJ113333.99+023342.42,3800153803274596864,902948739,39627848033503835,173.39160627346357,2.5616727057010835,DZ,1.0,20.116,0.078,13.398,0.03,,,,,,,non-DA
WDJ170916.55+194922.94,4560906448288216064,1308948898,39628257208832550,257.3184515083186,19.823054030282048,DZ,1.0,19.468,0.771,14.319,0.06,,,,,,,non-DA
WDJ173301.54+192205.72,4553919567291973632,1506969119,39628245896799517,263.2567687983139,19.36808209985468,DZ,1.0,19.854,1.203,15.213,0.05,,,,,,,non-DA
WDJ213044.41+001548.93,2687789335541961728,2024889659,39627796179328912,322.68510683941884,0.2635509595916127,DZ,0.99,19.361,0.403,13.281,0.03,,,,,,,non-DA
WDJ152505.42+303431.61,1273813976312351744,1101339824,39628491926275099,231.2721150185738,30.57596175812121,DZ,1.0,19.295,0.499,14.088,0.04,,,,,,,non-DA
WDJ164050.75+131124.36,4461143154095396864,1308253233,39628106427798108,250.21160566265263,13.19010959175314,DZ,0.99,19.39,0.329,13.078,0.09,,,,,,,non-DA
WDJ132941.81+130131.93,3739809925082830848,1003000980,39628099758852219,202.42389520265152,13.025410997354228,DZ,0.9,19.891,0.679,13.065,0.04,,,,,,,non-DA
WDJ065415.40+784421.90,1140376970287883648,743684398,39633546863707181,103.56465531756412,78.73943625572643,DZ,1.0,19.651,0.375,14.065,0.02,,,,,,,non-DA
WDJ093453.47+540746.73,1021512753938522752,841045410,39633310984441212,143.72285702326448,54.1295627920261,DZ,0.99,19.895,0.279,13.041,0.03,,,,,,,non-DA
WDJ152038.57+115605.08,1170004208746741248,1100340963,39628076606294920,230.16062291984437,11.934765585936589,DZ,0.99,19.769,0.194,13.011,0.07,,,,,,,non-DA
WDJ155850.74+091604.62,4454924866084349440,1103816602,39628011405842379,239.71139196986016,9.268051855495562,DZ,1.0,19.184,-0.037,12.231,0.09,,,,,,,non-DA
WDJ135343.13+323925.23,1457834740625970688,1000717006,39632936013663185,208.4297876107131,32.656787429587744,DZ,0.99,18.136,0.251,12.906,0.03,,,,,,,non-DA
WDJ095645.15+591240.64,1049598202217308160,841131771,39633377589987820,149.1871810997622,59.21115292626038,DZ,0.99,18.384,0.193,12.733,0.02,,,,,,,non-DA
WDJ170233.11+191005.84,4560445929014497792,1308921548,39628245779350649,255.63799161858827,19.16858164631449,DC,1.0,18.277,0.107,12.116,0.09,,,,,,,non-DA
WDJ022643.34+191202.85,86111173707529216,620148292,39628242302276456,36.680682070891955,19.200696257486484,DC,0.99,19.701,0.298,12.982,0.29,,,,,,,non-DA
WDJ164301.99+185656.32,4562632509745873408,1309025119,39628239987016238,250.75822936442455,18.94864297553796,DC,1.0,18.022,0.161,12.713,0.06,,,,,,,non-DA
WDJ081033.90+185549.05,669410647819832576,801010125,39628237948588085,122.6411823281969,18.93016056512724,DC,0.99,18.117,0.216,12.65,0.02,,,,,,,non-DA
WDJ083420.43+184629.40,662638274665518208,800920945,39628232315639434,128.58474417248428,18.77439229400071,DC,0.99,18.569,0.187,12.819,0.03,,,,,,,non-DA
WDJ024140.03+184147.33,84519527547160960,640829511,39628230914738235,40.41686788997365,18.69647687371153,DC,0.99,19.027,0.202,12.809,0.14,,,,,,,non-DA
WDJ234814.77+183005.58,2821948304093658624,2053534232,39628230222680129,357.0618763632442,18.501398444022616,DC,1.0,18.113,0.009,11.952,0.05,,,,,,,non-DA
WDJ222542.04+183518.85,1777269424274555904,407269270,39628229895522574,336.4245962530365,18.58823360910934,DC,0.99,16.659,0.251,13.49,0.03,,,,,,,non-DA
WDJ151229.40+183554.55,1211926899191530752,1100874824,39628228167471352,228.122329356323,18.59859589521872,DC,0.99,18.925,0.133,12.197,0.08,,,,,,,non-DA
WDJ084749.23+183017.54,660222170879118208,800878744,39628226636548095,131.95493294792996,18.504250353256253,DC,0.99,17.046,0.209,12.742,0.02,,,,,,,non-DA
WDJ082105.63+183306.22,663170025976500864,800930771,39628226531688667,125.27327993726844,18.551536178698015,DC,0.99,19.664,0.413,13.498,0.03,,,,,,,non-DA
WDJ010431.71+183603.81,2785328141617803776,611352832,39628224791053997,16.13253800084888,18.6008654100503,DC,1.0,19.357,0.425,13.75,0.03,,,,,,,non-DA
WDJ213040.81+181709.33,1786065654735928064,2001003681,39628223935421817,322.6702872118318,18.28591418386114,DC,0.99,17.932,0.284,13.008,0.05,,,,,,,non-DA
WDJ162004.06+180913.17,1200428928142394368,1200080841,39628222698096428,245.01667557665752,18.153273060516057,DC,0.99,18.01,0.311,13.03,0.05,,,,,,,non-DA
WDJ093635.96+181512.00,633002244409170688,840244018,39628221087484839,144.1498456118289,18.253291773657327,DC,0.99,19.593,0.034,11.373,0.09,,,,,,,non-DA
WDJ011324.03+180845.45,2784349060875289088,611343361,39628219078413450,18.34999899511088,18.145967107318175,DC,0.99,18.493,0.231,12.88,0.03,,,,,,,non-DA
WDJ003040.82+181333.26,2794847335334128640,611445566,39628218910639147,7.670050451305098,18.22587764868869,DC,1.0,19.097,-0.475,9.319,0.21,,,,,,,non-DA
WDJ225016.90+180059.06,2830248276853310464,2053674386,39628218507987586,342.57048518361535,18.01643545882734,DC,0.99,18.481,0.153,12.726,0.05,,,,,,,non-DA
WDJ214259.28+175915.12,1774153103378971136,2000580626,39628218239552893,325.7471919668384,17.987287188684647,DC,1.0,17.625,0.062,12.326,0.05,,,,,,,non-DA
WDJ213827.65+180237.84,1785856025971193856,2000993095,39628218222773356,324.6153041498576,18.04392027957577,DC,1.0,18.296,0.083,12.187,0.07,,,,,,,non-DA
WDJ162510.69+175242.04,4466984859374027776,1204999016,39628216968679352,246.2946378489916,17.877853521938825,DC,1.0,18.783,0.653,14.117,0.04,,,,,,,non-DA
WDJ005529.44+180129.42,2787859938939149824,611369290,39628213252525622,13.872978390170742,18.02436340247089,DC,0.99,18.354,0.514,13.665,0.02,,,,,,,non-DA
WDJ235444.73+174110.10,2773621542534815232,2053356841,39628213009257011,358.68642664669517,17.68612662786377,DC,0.99,19.398,0.177,12.059,0.18,,,,,,,non-DA
WDJ233026.45+174600.62,2820904936279023104,2053518681,39628212912787119,352.610320263869,17.76686291829345,DC,1.0,18.842,0.059,12.157,0.08,,,,,,,non-DA
WDJ214534.00+174620.96,1773969996038337792,2000573603,39628212493358052,326.3915799680404,17.77226639220036,DC,1.0,18.09,0.554,14.203,0.04,,,,,,,non-DA
WDJ171551.93+174501.39,4548140156218371584,1308727066,39628211415420034,258.96646383431323,17.750452558118607,DC,1.0,18.851,0.066,12.064,0.13,,,,,,,non-DA
WDJ091350.70+174613.37,635154504061805440,800573458,39628209486038944,138.46120632928455,17.770350796951256,DC,0.99,19.784,0.12,12.635,0.06,,,,,,,non-DA
WDJ214333.96+173415.35,1773934438004155136,2000572070,39628206721994857,325.8915573007707,17.570894227987456,DC,0.99,18.159,0.224,13.227,0.05,,,,,,,non-DA
WDJ131637.11+173252.26,3938487793571703808,953965448,39628204691948798,199.15489123347984,17.54803961049788,DC,1.0,19.785,0.956,14.725,0.03,,,,,,,non-DA
WDJ004956.96+172753.07,2782037303315690496,611317974,39628201697217971,12.48745381777249,17.464654609162892,DC,1.0,19.139,0.732,14.256,0.03,,,,,,,non-DA
WDJ131926.16+171514.51,3938408800536689664,953964791,39628198928973963,199.8585000906614,17.254119381803186,DC,0.99,19.754,0.915,14.415,0.03,,,,,,,non-DA
WDJ024129.74+172020.09,82121703139940608,640816154,39628196366256854,40.37414915047173,17.338789562821294,DC,1.0,19.345,0.692,14.133,0.05,,,,,,,non-DA
WDJ015020.24+172017.67,91460813172927488,620196884,39628196160736174,27.584730422615433,17.337627410674234,DC,1.0,18.816,0.767,14.218,0.03,,,,,,,non-DA
WDJ081034.43+170001.24,656632364197648768,800807662,39628191907711244,122.64345774357376,17.000270659851424,DC,1.0,19.256,-0.047,12.082,0.06,,,,,,,non-DA
WDJ225829.25+164846.82,2828959305628252672,2053651819,39628189693116715,344.621970524773,16.812947971330438,DC,1.0,19.896,-0.155,12.11,0.18,,,,,,,non-DA
WDJ172729.74+164804.21,4550118525530897408,1506556630,39628188359335681,261.874060187533,16.801076689798613,DC,0.99,18.813,0.437,13.548,0.06,,,,,,,non-DA
WDJ162638.55+165122.34,4466665382526784000,1204987577,39628188116062303,246.66039320786655,16.856115139358398,DC,1.0,18.369,0.028,12.193,0.07,,,,,,,non-DA
WDJ093643.54+164702.99,620682083476172160,840141005,39628186467699459,144.18152316019717,16.784080938903507,DC,1.0,19.619,-0.09,12.292,0.07,,,,,,,non-DA
WDJ075054.15+164009.89,667811442514553856,740063548,39628186044073617,117.72600482738504,16.66904719932151,DC,1.0,19.277,1.04,14.743,0.02,,,,,,,non-DA
WDJ021156.76+164434.55,80107603996819584,620118752,39628184680925337,32.986605161580506,16.742644091850913,DC,0.99,17.28,0.247,13.142,0.02,,,,,,,non-DA
WDJ233815.05+162952.54,2819742993006033408,2053500676,39628184064361257,354.56252736962244,16.497792984007695,DC,1.0,18.351,-0.012,12.044,0.07,,,,,,,non-DA
WDJ133420.05+162237.03,3745402968934425088,1003049543,39628181631666742,203.58372004802095,16.376516659522704,DC,1.0,18.104,0.146,12.732,0.03,,,,,,,non-DA
WDJ150901.16+162011.53,1184399083697278976,1100484781,39628176212626935,227.25458062662756,16.336815917276024,DC,0.99,18.782,0.12,12.861,0.05,,,,,,,non-DA
WDJ081137.20+162115.42,656447405725792256,800802651,39628174530710610,122.90478218539634,16.354132816720345,DC,1.0,17.643,0.019,12.049,0.02,,,,,,,non-DA
WDJ074513.15+161531.52,667737019321581952,740060446,39628174425851121,116.30478984921608,16.258510278375063,DC,0.99,18.917,0.667,13.745,0.02,,,,,,,non-DA
WDJ084731.32+155852.14,610025509405198464,800527658,39628168864206538,131.88047073939458,15.980944431676347,DC,1.0,18.671,-0.034,12.107,0.03,,,,,,,non-DA
WDJ224734.49+154610.98,2828637011282298880,2053646507,39628166444090479,341.8938630274169,15.769646567685555,DC,0.99,18.108,0.248,12.621,0.04,,,,,,,non-DA
WDJ143310.22+154946.13,1234366522764359680,1000192797,39628164443410035,218.29250271992615,15.828889187834497,DC,0.99,19.897,1.114,14.791,0.03,,,,,,,non-DA
WDJ142134.25+154204.14,1229292620199747328,1000134752,39628164397271113,215.39262170259832,15.701336802578911,DC,0.99,18.293,0.225,12.634,0.04,,,,,,,non-DA
WDJ132739.68+154457.69,3745083560806587904,1003046001,39628164179167565,201.91493884819383,15.749610278663482,DC,1.0,18.255,0.033,12.112,0.03,,,,,,,non-DA
WDJ112019.98+154146.05,3970110435180948480,903470113,39628163663269643,170.08285045039702,15.695572489476165,DC,0.99,18.921,0.331,13.272,0.02,,,,,,,non-DA
WDJ171555.93+152228.90,4546500750021764096,1308643364,39628153445944334,258.9830132730224,15.374602587468438,DC,0.99,18.836,0.112,12.088,0.16,,,,,,,non-DA
WDJ130110.73+152050.72,3930500666228897792,953869063,39628152414143116,195.2948520896448,15.347551766531016,DC,1.0,18.429,0.585,13.882,0.02,,,,,,,non-DA
WDJ125222.35+152027.71,3931382994246644736,953879085,39628152376397052,193.09314219702804,15.340985851289991,DC,1.0,18.441,0.03,11.828,0.04,,,,,,,non-DA
WDJ005233.72+150916.54,2778069062775645184,611276667,39628149457161783,13.14054664599511,15.154185379163934,DC,1.0,19.204,0.852,14.336,0.02,,,,,,,non-DA
WDJ165928.81+145625.99,4545720440362219520,1308597078,39628147540364814,254.87011371743995,14.940485382194518,DC,1.0,18.702,0.017,11.861,0.16,,,,,,,non-DA
WDJ165318.65+145620.83,4557683814067207168,1308777730,39628147515198744,253.3273343351431,14.939278014638235,DC,0.99,18.776,0.32,12.935,0.08,,,,,,,non-DA
WDJ161540.01+150319.00,4464661728744046592,1204912833,39628147364201221,243.9166981060672,15.054865814835228,DC,0.99,18.51,0.373,13.447,0.05,,,,,,,non-DA
WDJ173835.47+144120.91,4500606653642440704,1505879520,39628141857088220,264.6477556357838,14.68894349280404,DC,0.99,18.686,0.333,13.229,0.08,,,,,,,non-DA
WDJ173039.13+144440.74,4542793884007964160,1506263377,39628141827720132,262.66299391945006,14.7445498343454,DC,0.99,18.837,0.295,13.456,0.07,,,,,,,non-DA
WDJ165959.06+144534.01,4545526445279063040,1308586133,39628141701892987,254.9960262564391,14.75933998904679,DC,0.99,18.725,0.264,13.236,0.07,,,,,,,non-DA
WDJ095933.27+144548.73,615705144092773376,840093742,39628139994810638,149.8881797615639,14.763668261399884,DC,0.99,17.708,0.452,13.604,0.02,,,,,,,non-DA
WDJ000006.67+144122.20,2771972786192217600,611225736,39628137562112578,0.0280471603821927,14.689243246023567,DC,0.99,19.477,0.338,13.568,0.04,,,,,,,non-DA
WDJ172945.19+143541.28,4542785981266940416,263927571,39628135972477242,262.43866770359193,14.594897116374966,DC,1.0,17.981,1.216,15.465,0.01,,,,,,,non-DA
WDJ164336.30+142250.41,4461739604794187776,1308279444,39628135783732131,250.9013953649523,14.3804881027474,DC,1.0,18.224,0.551,13.823,0.04,,,,,,,non-DA
WDJ154645.17+143156.78,1192695105091969024,1100630121,39628135553044958,236.68819675066104,14.532423226222384,DC,0.98,19.915,-0.277,9.814,0.12,,,,,,,non-DA
WDJ133857.89+142320.41,3741560107075782656,1003021072,39628135032952372,204.7411689844866,14.38880683813498,DC,0.99,18.312,0.213,12.759,0.03,,,,,,,non-DA
WDJ125438.31+143228.61,3930720057454345216,953871689,39628134852596612,193.65982256983003,14.541082008845454,DC,1.0,16.927,0.128,12.541,0.02,,,,,,,non-DA
WDJ083959.93+142858.01,609475581792870528,800518078,39628133820793494,129.99971282841338,14.482764064788489,DC,0.97,18.895,-0.643,7.72,0.09,,,,,,,non-DA
WDJ003603.31+143246.31,2779651814055367168,611292500,39628131849473974,9.013624871428853,14.545890011187682,DC,0.99,18.678,0.195,12.749,0.03,,,,,,,non-DA
WDJ222032.11+142033.48,2734603650138728448,2025646208,39628131300018755,335.13361771017514,14.3422827227426,DC,0.99,18.554,0.195,12.799,0.05,,,,,,,non-DA
WDJ081627.17+140453.49,650698025064510464,800667156,39628121997054571,124.11293015709894,14.081445898874712,DC,0.99,18.197,0.191,13.009,0.02,,,,,,,non-DA
WDJ010259.98+140108.16,2777098984278522880,611267615,39628120235442993,15.749977579182906,14.019399334408831,DC,0.99,18.713,1.162,14.891,0.02,,,,,,,non-DA
WDJ005253.74+135618.12,2777646506709469696,611272690,39628120193501058,13.22400454685642,13.938464174311134,DC,0.97,19.399,0.365,12.601,0.09,,,,,,,non-DA
WDJ171743.70+133747.01,4541591194382093824,1308460162,39628118335430116,259.4319665565188,13.629670266748754,DC,0.99,18.351,0.143,12.949,0.07,,,,,,,non-DA
WDJ153746.04+133733.95,1194088628700386304,1100662017,39628117928578687,234.441863467347,13.625712715913233,DC,0.99,18.288,0.263,13.032,0.05,,,,,,,non-DA
WDJ095911.05+134903.36,615022446156507648,840088133,39628116548650902,149.79551793014696,13.81763488389202,DC,0.99,18.531,0.101,13.204,0.02,,,,,,,non-DA
WDJ173348.19+131258.42,4494395065780847616,1505432899,39628106645902510,263.4507790667342,13.216227939332674,DC,1.0,18.796,0.069,12.395,0.16,,,,,,,non-DA
WDJ154239.02+131455.55,1190978660061347584,1100597169,39628106192912768,235.6620831957622,13.248840663262932,DC,0.99,18.366,0.245,13.036,0.05,,,,,,,non-DA
WDJ150150.84+131707.15,1181858043605558528,1100444338,39628106025142043,225.46172328580664,13.285277700710685,DC,1.0,18.608,0.02,11.832,0.07,,,,,,,non-DA
WDJ081633.89+131344.21,650432664805355392,800659249,39628104368390905,124.14104165460851,13.228463734411829,DC,1.0,18.533,0.789,14.318,0.02,,,,,,,non-DA
WDJ224444.61+130521.68,2731591469315403776,2053123011,39628102027972024,341.18616751022233,13.089173082059592,DC,0.95,18.209,0.617,13.068,0.04,,,,,,,non-DA
WDJ163605.37+130404.09,4459683174453531648,1204767180,39628100522214489,249.02235580132296,13.06779142856944,DC,0.56,18.806,-0.417,6.952,0.16,,,,,,,non-DA
WDJ023803.00+130028.23,26580796681386880,620042960,39628097095467515,39.512414456391966,13.007748167313608,DC,1.0,19.864,-0.076,12.698,0.24,,,,,,,non-DA
WDJ002716.86+125309.92,2755061026046155264,611179399,39628096558599351,6.820697958771232,12.88593149206314,DC,1.0,19.594,0.498,14.332,0.03,,,,,,,non-DA
WDJ163857.92+124420.56,4460911603818614272,1204816571,39628094641801609,249.7415712835871,12.739024469572634,DC,1.0,17.768,0.19,12.718,0.05,,,,,,,non-DA
