desig,lane,single,H,a,vidx,lastobs_year,epoch,jd,V,SMAA_3sigma_as,SMIA_3sigma_as,epoch_pass,redflag
2008 VK110,inner,False,14.06,7.17,22.61,2010,2005-07-01,2453552.5,22.62,11.53,1.41,1,
2008 VK110,inner,False,14.06,7.17,22.61,2010,2013-01-01,2456293.5,23.432,11.01,1.26,0,
2008 VK110,inner,False,14.06,7.17,22.61,2010,2017-07-01,2457935.5,24.213,30.31,0.49,0,
2008 VK110,inner,False,14.06,7.17,22.61,2010,2021-01-01,2459215.5,24.155,52.7,0.44,0,
2008 HY21,inner,False,12.2,10.96,22.6,2012,2005-07-01,2453552.5,21.3,1.91,0.42,1,
2008 HY21,inner,False,12.2,10.96,22.6,2012,2013-01-01,2456293.5,22.666,0.62,0.44,1,
2008 HY21,inner,False,12.2,10.96,22.6,2012,2017-07-01,2457935.5,23.946,3.78,0.36,0,
2008 HY21,inner,False,12.2,10.96,22.6,2012,2021-01-01,2459215.5,24.448,5.75,0.28,0,
2009 HW77,inner,False,9.73,21.36,23.03,2012,2005-07-01,2453552.5,21.166,0.73,0.41,1,
2009 HW77,inner,False,9.73,21.36,23.03,2012,2013-01-01,2456293.5,21.609,0.57,0.25,1,
2009 HW77,inner,False,9.73,21.36,23.03,2012,2017-07-01,2457935.5,21.977,4.04,0.45,1,
2009 HW77,inner,False,9.73,21.36,23.03,2012,2021-01-01,2459215.5,22.741,7.17,0.47,1,
2011 SR250,inner,False,12.7,11.15,23.17,2012,2005-07-01,2453552.5,22.471,10.85,0.34,1,
2011 SR250,inner,False,12.7,11.15,23.17,2012,2013-01-01,2456293.5,22.517,0.35,0.2,1,
2011 SR250,inner,False,12.7,11.15,23.17,2012,2017-07-01,2457935.5,23.901,5.6,0.35,0,
2011 SR250,inner,False,12.7,11.15,23.17,2012,2021-01-01,2459215.5,24.179,12.05,0.4,0,
2013 SO107,inner,False,14.23,6.77,22.53,2013,2005-07-01,2453552.5,23.736,80.97,0.99,0,
2013 SO107,inner,False,14.23,6.77,22.53,2013,2013-01-01,2456293.5,22.14,0.91,0.28,1,
2013 SO107,inner,False,14.23,6.77,22.53,2013,2017-07-01,2457935.5,23.332,47.84,0.68,0,
2013 SO107,inner,False,14.23,6.77,22.53,2013,2021-01-01,2459215.5,23.905,88.48,1.02,0,
2012 DD61,inner,False,13.3,7.51,22.05,2014,2005-07-01,2453552.5,24.029,20.23,0.25,0,
2012 DD61,inner,False,13.3,7.51,22.05,2014,2013-01-01,2456293.5,20.061,0.82,0.22,1,
2012 DD61,inner,False,13.3,7.51,22.05,2014,2017-07-01,2457935.5,23.044,8.23,0.21,1,
2012 DD61,inner,False,13.3,7.51,22.05,2014,2021-01-01,2459215.5,24.002,16.64,0.24,0,
2009 QV38,inner,False,12.0,10.78,22.33,2015,2005-07-01,2453552.5,21.736,3.88,0.11,1,
2009 QV38,inner,False,12.0,10.78,22.33,2015,2013-01-01,2456293.5,20.812,0.22,0.12,1,
2009 QV38,inner,False,12.0,10.78,22.33,2015,2017-07-01,2457935.5,23.111,0.58,0.11,1,
2009 QV38,inner,False,12.0,10.78,22.33,2015,2021-01-01,2459215.5,23.733,2.22,0.13,0,
2012 GN12,inner,False,10.75,15.06,22.53,2015,2005-07-01,2453552.5,21.44,1.4,0.25,1,
2012 GN12,inner,False,10.75,15.06,22.53,2015,2013-01-01,2456293.5,21.308,0.12,0.12,1,
2012 GN12,inner,False,10.75,15.06,22.53,2015,2017-07-01,2457935.5,21.945,0.82,0.24,1,
2012 GN12,inner,False,10.75,15.06,22.53,2015,2021-01-01,2459215.5,22.789,2.19,0.25,1,
2008 SJ236,inner,False,12.3,10.91,22.68,2015,2005-07-01,2453552.5,22.106,0.86,0.1,1,
2008 SJ236,inner,False,12.3,10.91,22.68,2015,2013-01-01,2456293.5,21.421,0.13,0.11,1,
2008 SJ236,inner,False,12.3,10.91,22.68,2015,2017-07-01,2457935.5,23.469,0.32,0.11,0,
2008 SJ236,inner,False,12.3,10.91,22.68,2015,2021-01-01,2459215.5,24.162,0.88,0.13,0,
2014 FU61,inner,False,13.51,9.15,23.12,2015,2005-07-01,2453552.5,24.847,58.6,0.91,0,
2014 FU61,inner,False,13.51,9.15,23.12,2015,2013-01-01,2456293.5,21.739,31.62,0.93,1,
2014 FU61,inner,False,13.51,9.15,23.12,2015,2017-07-01,2457935.5,23.015,39.65,1.3,1,
2014 FU61,inner,False,13.51,9.15,23.12,2015,2021-01-01,2459215.5,24.78,83.37,1.21,0,
2014 CN23,inner,False,8.89,16.28,21.01,2017,2005-07-01,2453552.5,22.469,0.8,0.4,1,
2014 CN23,inner,False,8.89,16.28,21.01,2017,2013-01-01,2456293.5,22.339,0.15,0.11,1,
2014 CN23,inner,False,8.89,16.28,21.01,2017,2017-07-01,2457935.5,21.968,0.18,0.15,1,
2014 CN23,inner,False,8.89,16.28,21.01,2017,2021-01-01,2459215.5,21.802,0.69,0.3,1,
2008 SO218,inner,False,12.9,8.11,21.99,2017,2005-07-01,2453552.5,22.966,0.64,0.15,1,
2008 SO218,inner,False,12.9,8.11,21.99,2017,2013-01-01,2456293.5,22.097,0.14,0.09,1,
2008 SO218,inner,False,12.9,8.11,21.99,2017,2017-07-01,2457935.5,23.932,0.77,0.15,0,
2008 SO218,inner,False,12.9,8.11,21.99,2017,2021-01-01,2459215.5,24.282,1.23,0.17,0,
2014 KM122,inner,False,14.23,6.29,22.22,2017,2005-07-01,2453552.5,24.051,39.38,0.22,0,
2014 KM122,inner,False,14.23,6.29,22.22,2017,2013-01-01,2456293.5,22.302,7.78,0.13,1,
2014 KM122,inner,False,14.23,6.29,22.22,2017,2017-07-01,2457935.5,22.489,0.36,0.29,1,
2014 KM122,inner,False,14.23,6.29,22.22,2017,2021-01-01,2459215.5,23.662,7.66,0.27,0,
2015 BW524,inner,False,14.43,6.85,22.78,2017,2005-07-01,2453552.5,24.607,34.71,0.12,0,
2015 BW524,inner,False,14.43,6.85,22.78,2017,2013-01-01,2456293.5,22.817,5.14,0.37,1,
2015 BW524,inner,False,14.43,6.85,22.78,2017,2017-07-01,2457935.5,21.582,0.55,0.26,1,
2015 BW524,inner,False,14.43,6.85,22.78,2017,2021-01-01,2459215.5,23.607,11.07,0.22,0,
2015 HT171,inner,False,12.4,11.49,23.0,2017,2005-07-01,2453552.5,23.654,2.27,0.11,0,
2015 HT171,inner,False,12.4,11.49,23.0,2017,2013-01-01,2456293.5,22.105,0.18,0.12,1,
2015 HT171,inner,False,12.4,11.49,23.0,2017,2017-07-01,2457935.5,21.998,0.13,0.11,1,
2015 HT171,inner,False,12.4,11.49,23.0,2017,2021-01-01,2459215.5,23.044,1.08,0.13,1,
2017 GZ8,inner,False,14.4,7.49,23.14,2017,2005-07-01,2453552.5,25.247,15.48,0.1,0,
2017 GZ8,inner,False,14.4,7.49,23.14,2017,2013-01-01,2456293.5,23.631,2.9,0.2,0,
2017 GZ8,inner,False,14.4,7.49,23.14,2017,2017-07-01,2457935.5,21.097,0.22,0.12,1,
2017 GZ8,inner,False,14.4,7.49,23.14,2017,2021-01-01,2459215.5,23.924,9.2,0.16,0,
2002 PQ152,inner,False,9.14,25.85,23.26,2017,2005-07-01,2453552.5,22.677,1.32,0.54,1,
2002 PQ152,inner,False,9.14,25.85,23.26,2017,2013-01-01,2456293.5,22.935,0.53,0.2,1,
2002 PQ152,inner,False,9.14,25.85,23.26,2017,2017-07-01,2457935.5,23.145,0.62,0.27,1,
2002 PQ152,inner,False,9.14,25.85,23.26,2017,2021-01-01,2459215.5,23.191,0.98,0.43,1,
05145,inner,False,7.06,20.29,20.13,2018,2005-07-01,2453552.5,20.184,0.17,0.1,1,
05145,inner,False,7.06,20.29,20.13,2018,2013-01-01,2456293.5,21.276,0.07,0.07,1,
05145,inner,False,7.06,20.29,20.13,2018,2017-07-01,2457935.5,21.488,0.13,0.08,1,
05145,inner,False,7.06,20.29,20.13,2018,2021-01-01,2459215.5,21.839,0.23,0.08,1,
2007 UM126,inner,False,10.32,12.91,21.43,2018,2005-07-01,2453552.5,20.384,0.39,0.19,1,
2007 UM126,inner,False,10.32,12.91,21.43,2018,2013-01-01,2456293.5,21.988,0.11,0.07,1,
2007 UM126,inner,False,10.32,12.91,21.43,2018,2017-07-01,2457935.5,22.678,0.12,0.09,1,
2007 UM126,inner,False,10.32,12.91,21.43,2018,2021-01-01,2459215.5,22.738,0.35,0.13,1,
