sdss_id,gaia,cls,G,bprp,MG,chi_ha,snr_ha,chi_hb,snr_hb
88353547,4329676202326976000,DZ:,18.52,0.352,13.06,0.81,10.3,0.6,13.1
55893268,598412403168328960,DBZ/DZ,19.35,0.053,12.14,0.74,11.9,1.08,14.5
79860696,3817602984090485760,DZ:,19.62,0.136,12.46,1.61,13.0,0.69,14.2
100564057,5671196313674151424,DC/DZ,19.64,0.174,13.05,0.84,10.8,0.93,13.9
67437408,2103957796589373312,DZ/DC,19.15,0.163,12.54,0.85,12.1,0.65,13.4
80058493,3854286918237953536,DC/DA,18.77,0.52,13.89,1.12,17.1,0.66,18.9
56605311,706787446092130176,DC:,19.4,0.401,12.72,1.97,11.7,2.6,12.8
86556814,4231904050675435648,DZ/DC,18.99,0.001,12.18,0.84,11.8,0.77,14.3
80058198,3854236409423135488,DZ,18.94,0.134,12.35,1.65,10.8,0.99,16.4
54878132,465536349940412928,DC:,19.48,0.493,13.54,1.25,11.8,2.85,13.6
76143196,3262063051842578304,DZ,19.48,0.071,12.06,0.67,14.0,0.83,17.2
110290262,6432707140674651776,DZ:,18.54,0.238,12.97,0.82,11.3,0.7,12.6
101576509,5759240566261074176,DZ/DA,19.8,0.465,13.21,0.68,9.9,0.82,14.4
79712870,3788300999207789440,DC/DA,18.85,0.077,12.31,0.97,20.8,0.99,23.7
90182034,4549217677612386048,DZ/DA,19.09,0.411,13.87,0.65,13.1,0.69,12.0
100600012,5677021732438465024,DZ:,19.95,0.572,12.25,0.78,11.5,0.8,10.0
79315414,3710792163957803648,DZ,19.41,0.263,12.88,0.72,13.7,0.81,13.4
58639100,1016946516507916672,DC,19.27,0.101,12.82,0.92,57.9,0.64,70.0
75733478,3201182440178088320,DZ:,19.64,0.453,13.53,0.75,11.6,0.68,15.4
56004027,615084297980032256,DC:,19.43,0.242,12.87,1.01,12.0,1.14,14.5
116726150,319379884165109504,DC:,19.22,0.296,12.67,0.97,15.9,0.74,17.3
109798415,6367394809955051008,DQ:,18.72,0.184,13.38,18.01,12.0,1.0,12.7
76312744,3301672030520282624,DZ:,19.68,0.144,12.77,0.82,11.6,0.77,14.1
62437046,1642377596863338880,DZ:,19.4,0.035,12.43,0.7,13.8,0.42,13.6
76109492,3253942058959814016,DZ,19.24,0.533,13.87,0.79,13.7,0.88,13.0
92919123,4819367306599793664,DZ,19.41,0.529,13.63,0.72,10.5,0.85,13.9
79734190,3792318374177333248,DC:,18.68,0.377,13.58,1.0,30.5,0.67,28.4
114513320,6879895600779769344,DZ:,18.98,0.236,12.73,0.8,12.2,0.84,14.0
69047168,2262423260674083840,DC/DA,19.14,0.577,13.71,0.77,13.6,0.94,13.2
66914709,2065535916813680256,DZ/DA,18.73,0.224,12.77,0.97,13.7,0.66,14.4
57318837,842633207215518208,DZ:,18.92,0.179,12.53,1.86,12.7,1.03,14.0
79385437,3722977089256197248,DC:,17.96,0.053,12.11,0.8,9.0,0.75,14.6
61602078,1488432328158406528,DC/DQ,19.79,0.276,13.39,1.44,35.0,0.8,30.3
79087052,3672159040505264128,DC:,19.37,0.261,12.33,4.74,15.2,0.62,16.3
55922355,602383426852879232,DZ/DC,19.24,0.259,12.63,2.33,12.1,2.14,10.9
75689677,3193885432477410560,DC/DA,19.36,0.524,13.7,0.83,13.8,1.12,14.9
67967920,2158591704738431744,DZ:,19.55,0.238,13.02,0.91,11.9,0.92,14.8
55507233,531814979580153088,DC:,17.77,0.133,12.97,1.02,11.9,0.78,13.6
110562832,6461837567380862592,DZ:,19.92,0.532,13.62,0.62,10.4,0.53,13.5
94244802,5049423484599143808,DZ:,19.8,0.189,12.44,0.75,10.4,0.88,13.9
76107034,3253467310457336192,DZ:,19.93,0.146,13.4,1.08,12.6,1.04,16.2
76225212,3282911888250066560,DZA/DA,19.44,0.353,12.72,1.18,10.7,0.96,14.1
70269739,2530629365419780864,DZ/DA,17.11,0.145,12.92,1.16,11.6,0.99,11.7
76095032,3251221557955177472,DZ,19.72,0.385,13.52,0.74,12.5,0.92,12.2
101739855,5778821184726296064,DZ:,18.61,0.099,12.49,0.97,10.7,0.82,20.5
91828287,4682497556554649088,DZ:,19.03,0.186,12.97,0.88,8.9,0.93,15.0
90312582,4563341866544410240,DZ:,19.09,0.404,13.6,0.87,11.3,0.88,12.9
90246065,4555133325049613824,DZ,19.46,0.253,12.99,0.7,11.6,0.83,13.5
111739175,6640063317003835520,DC:,19.04,0.114,12.48,0.89,10.0,0.76,13.5
70429929,2559853662931971328,DZ:,19.6,0.279,12.96,0.95,13.3,0.89,12.4
68300409,2176630056287489408,DC:,18.75,0.093,12.42,0.69,14.1,0.8,18.9
59744176,1203595933946926592,DQ:,19.31,0.466,12.56,0.76,11.5,0.52,12.2
77340736,3403516597147122176,DZ/DBAZ,19.35,0.282,12.05,0.96,9.9,0.69,12.4
59566828,1176279289109557888,DC,19.71,0.294,13.7,0.83,27.0,0.83,27.8
115262984,117615652177162112,DZ:,19.66,0.297,13.03,0.7,10.9,0.7,12.7
70040462,2485087628157133952,DC/DA,19.96,0.135,12.21,0.84,15.1,0.91,22.5
78027501,3474104590813867520,DZ,19.85,0.113,12.55,0.92,9.2,0.82,13.2
66871852,2062255485210262912,DZ:,19.37,0.093,12.41,6.34,11.4,1.37,20.3
93303277,4882475253945388288,DZ:,19.61,0.147,12.19,0.75,10.0,0.93,14.3
71857396,2831856488703989248,DC:,19.7,0.177,12.51,1.06,31.6,1.14,40.1
65706090,2002869522171812608,DZ,19.01,0.176,12.58,0.72,12.9,0.63,15.4
111125299,6538599353198885248,DB/DC,19.47,0.124,12.1,0.75,9.6,0.69,13.1
75711552,3197912904913583872,DC/DQ,19.32,0.282,13.27,0.93,14.6,1.06,15.3
93281033,4878877651899316224,DQ:,19.61,0.475,13.39,0.66,10.8,0.7,12.6
87557844,4288228561034942592,DZ:,18.91,0.512,13.8,0.44,11.8,1.13,11.8
56390316,673563468875449344,DZ:,19.67,0.372,13.61,0.58,10.5,0.6,14.0
79069547,3669075868167097344,DZ:,19.04,0.512,13.84,0.72,15.6,1.05,14.8
99327674,5570069728141911808,DZ,19.77,0.334,13.08,1.08,9.7,0.74,13.0
75730717,3200779744044527232,DZ,19.33,0.439,13.4,1.06,11.1,0.87,13.4
54429596,425425414146932480,DZ:,18.78,0.418,13.53,0.92,13.6,0.8,15.6
87765015,4301290484293353344,DZ:,18.82,0.25,12.82,0.74,11.5,0.74,11.6
75965991,3232777147320661120,DC,18.84,0.207,13.23,1.03,12.9,0.72,18.0
72001720,2857016677705899136,DZ/DZA,19.86,0.137,13.2,0.76,10.2,0.69,12.1
110834909,6493834627059992960,DZ:,19.57,0.078,12.23,0.92,9.1,0.86,14.1
60821497,1362131148303032064,DC/DA,19.96,0.193,12.38,0.89,12.3,1.17,13.4
56337035,668280006267244288,DC:,19.52,0.054,12.51,0.73,10.3,0.62,12.7
86551882,4231456343288671104,DZ:,19.35,0.156,13.01,0.87,11.4,0.8,10.6
79050698,3665818324450818560,DQ:,19.67,0.5,12.98,0.64,12.4,0.76,11.1
55422161,523697079074682240,DZ:,19.18,0.246,12.9,1.16,10.9,0.78,13.0
116605373,299124990195167488,DZ:,18.88,0.123,12.27,0.82,10.5,0.59,12.5
74030773,3053782568490231808,DB:,18.82,0.583,13.64,2.34,16.5,0.96,5.1
92085582,4697118071906190976,DC/DZ,19.39,0.457,13.56,0.89,13.2,0.86,16.4
111784072,6644320905198995712,DZ:,18.97,0.061,12.13,0.68,9.1,1.04,13.5
75542570,3169398376519697664,DC/DAO,19.87,0.036,12.6,1.09,21.8,1.26,21.7
106253035,5989896046819134080,DC,18.37,0.167,12.64,0.75,17.3,0.85,21.5
110219845,6424776470680221440,DZ:,19.21,0.133,12.58,1.09,9.8,0.91,14.6
77283878,3397681248421699456,DC:,19.22,0.284,13.01,0.7,8.9,1.18,12.4
68788993,2225053712304411136,DZ,19.27,0.16,12.66,0.89,10.1,0.72,14.6
80233769,3890742944243942528,DC/DA,19.5,0.591,14.11,0.87,13.2,0.9,12.8
70454330,2564896573012817664,DC/DB,19.74,0.158,12.08,0.87,12.5,0.74,16.9
75952822,3231073419693322240,DZ:,19.16,0.119,12.21,0.95,10.2,1.09,13.7
114541796,6883985470498803840,DC/DA,19.27,0.146,12.1,1.09,8.0,0.88,12.4
72382812,2905154636799488000,DQ/DA,19.79,0.546,12.72,1.1,10.2,0.91,11.7
65093383,1965265301088312576,DZ/DA,19.75,0.252,12.64,1.26,10.5,2.22,12.9
67855054,2145275656853561984,DZ,19.06,0.164,12.56,0.47,10.0,0.91,12.4
110442704,6447863667946689024,DC/DZ,18.81,0.09,12.37,0.95,13.6,0.73,23.3
64030046,1838701960716766336,DZ:,19.62,0.163,12.85,0.67,10.5,0.78,12.1
93128787,4853815693092910208,DZ:,19.76,0.118,12.33,0.8,9.3,0.89,13.1
61028349,1394025712881244928,DZ,19.24,0.049,12.42,0.57,10.5,0.59,11.6
110678675,6474852967556632064,DC:,19.63,0.029,12.16,0.76,10.2,0.75,16.0
109595852,6332741089665681408,DZ:,19.56,0.465,13.95,0.65,15.0,0.78,18.5
89738947,4507638820780952704,DZ:,19.82,0.442,13.13,0.99,10.4,0.76,11.1
79659326,3777449884593539968,DC,19.09,0.214,12.91,0.63,12.5,0.72,15.4
79000576,3657243576863230720,DZ:,19.08,0.062,12.53,1.04,21.8,0.87,26.5
68159771,2168970888345676544,DC:,18.84,0.087,12.28,0.8,15.9,0.68,19.5
65524740,1990411849271105536,DZ,19.33,0.045,12.38,0.57,10.3,0.8,12.6
68105858,2166203039624953472,DC:,19.23,0.047,12.34,0.73,12.8,0.57,17.2
67450219,2105234196444142208,DZ/DC,19.25,0.179,12.62,1.06,10.6,0.62,11.7
80051275,3852882567011669504,DZ:,19.37,0.551,14.19,1.16,14.6,1.12,13.9
110792199,6488198461736695296,DC:,19.42,0.122,12.5,0.91,8.7,1.1,13.1
69882956,2452953438762507520,DC/DA,17.96,0.485,13.67,0.58,9.6,0.95,10.2
56523763,693343511260513664,DZ/DA,19.62,0.381,13.6,0.79,11.1,0.65,11.2
61126552,1410091678002979072,DZ:,19.36,0.047,12.17,1.05,9.3,0.98,13.1
91774548,4674820800728668928,DC:,18.58,0.136,12.28,0.8,12.3,0.78,16.9
109610096,6335057657586162432,DZ:,19.64,0.365,13.0,1.01,9.6,0.45,11.2
90891518,4631058932273227008,DZ/DA,17.86,0.545,13.7,0.88,11.4,0.8,10.3
56520227,692745965347908224,DC,19.82,0.324,13.57,0.75,10.1,0.97,12.1
61100963,1406533276122113920,DC:,19.72,0.193,12.78,0.79,41.9,1.27,51.4
88344972,4328360293065247872,DB:,19.83,0.19,12.13,1.37,8.8,0.96,14.7
77435172,3418563482491449600,DZ/DA,18.47,0.257,12.76,0.7,51.9,1.03,57.3
111967704,6658129564359472384,DC/DA,18.74,0.11,12.22,0.64,8.1,0.96,11.4
57326394,843910874086481280,DC:,19.44,0.49,13.66,0.92,11.0,0.73,10.7
78866005,3635189125956637312,DC/DA,19.71,0.183,13.37,0.79,9.3,1.01,15.7
67569310,2116612110272219776,DZ:,19.7,0.539,13.76,0.83,10.8,0.75,12.3
56327288,667308725182501760,DC/DA,19.64,0.079,12.17,1.49,8.4,2.56,10.6
86691174,4244731777960304384,DZ:,19.51,0.243,13.03,0.71,10.3,0.61,12.3
55852443,591988265964810112,DZ,19.28,0.188,12.75,1.01,10.2,0.58,12.6
75739157,3201966666846113536,DZA/DZ,19.52,0.218,12.78,1.0,9.6,0.94,13.4
78903495,3641018152491954944,DZ/DA,19.32,0.372,13.37,0.49,8.7,0.93,14.1
57520534,872357988677088768,DC/DA,19.7,0.346,13.33,0.95,9.8,0.94,10.6
68964840,2250644437420613504,DZ:,19.41,0.422,13.69,0.74,11.6,0.85,9.0
66961235,2068580052194471552,DC:,19.19,0.316,13.82,2.19,14.6,1.01,17.0
64748725,1925697382286724864,DC/DQ,19.31,0.271,13.19,0.64,10.2,0.71,11.8
75485584,3164105671138944768,DZ,19.19,0.364,13.62,0.97,10.7,0.96,11.5
102087609,5807156046052561536,DC/DQ,19.28,0.209,12.66,0.84,9.4,1.03,12.8
74373466,3080430950773976448,DZ:,19.9,0.559,13.67,1.19,11.3,0.95,14.1
75034051,3130215939631744128,DC:,18.9,0.211,13.23,1.09,18.9,1.35,24.1
110026225,6401502145979711232,DZ:,19.91,0.463,13.93,1.01,9.4,0.9,12.6
92260682,4726261830191362688,DC:,19.58,0.432,13.71,1.07,10.9,1.03,11.5
71427225,2749781068130558464,DZ:,19.47,0.49,13.89,0.9,11.0,0.85,11.0
67785256,2137455346040530560,DC:,19.04,0.052,12.19,0.82,8.6,0.84,12.2
89886697,4517714818353801856,DC:,19.55,0.561,13.77,0.74,13.0,0.91,10.9
60852235,1366366948128450176,DZ:,19.52,0.127,12.52,0.82,9.5,1.04,11.9
74973592,3125934514369488896,DC:,19.49,0.58,13.14,2.2,14.8,0.59,11.2
117039861,361465826316745728,DZ,19.14,0.411,13.3,1.01,10.4,0.84,10.6
110188815,6421075407164060800,DC:,18.76,0.206,13.15,1.02,8.0,0.81,11.7
98249104,5466737457861385600,DC/DA,19.86,0.198,12.97,1.06,8.6,0.83,11.4
110780463,6486613412645289088,DC:,19.59,0.427,13.67,1.09,11.5,0.59,15.3
56690423,720739492734001792,DZ:,19.82,0.021,12.41,1.26,9.1,0.82,12.0
71074999,2687484422928135936,DC:,19.89,0.222,12.81,0.8,19.3,0.7,22.5
89969535,4526387727411178880,DZ:,19.58,0.1,12.95,0.97,9.5,0.8,11.0
63284398,1776325871500866816,DZ/DA,19.31,0.495,13.51,0.98,14.9,0.91,14.0
86400404,4216618399509739008,DC/DA,19.08,0.183,13.01,0.98,9.5,0.9,10.4
93679226,4945298702656308864,DZ,19.8,0.52,13.47,0.65,8.4,1.07,12.2
69048214,2262564341760174848,DB/DC,19.43,0.13,12.17,1.11,8.5,1.76,8.9
74527911,3092463658136334208,DC/DA,18.82,0.165,12.67,0.86,20.8,0.87,26.3
63300701,1778812833657756800,DQ/DQpec,19.79,0.472,14.19,0.8,11.7,0.7,10.3
57392326,855552056524555008,DC:,19.1,0.121,12.38,1.12,15.5,0.9,23.4
75917657,3226634931770505728,DC:,19.51,0.038,12.28,0.91,14.1,0.72,18.9
63120399,1755063034605956224,DC/DZ,19.38,0.348,14.01,0.84,9.9,0.9,10.3
79246409,3698477839885075200,DZ:,19.34,0.504,14.01,0.75,10.6,0.79,10.7
74628484,3100993845448166144,DC:,19.11,0.43,13.27,0.71,12.8,0.87,15.1
116953579,351683226551783680,DZ:,19.81,0.013,13.06,1.14,8.8,1.21,10.8
90864288,4626289525710081536,DZ:,18.47,0.479,13.46,1.53,9.7,0.67,11.0
93807736,4968502796049237760,DZ:,19.98,0.208,12.74,0.73,7.8,0.79,10.9
71769355,2816416145698354688,DZ,19.64,0.066,12.26,0.81,9.5,0.89,11.2
79387095,3723284200893023360,DZ:,19.69,0.2,12.41,0.81,8.9,0.69,12.5
80705780,3982453690152954752,DZ:,19.94,0.399,13.63,0.72,9.6,0.64,10.0
109040303,6242064709320111744,DC:,19.4,0.16,12.6,1.35,8.8,1.46,14.1
92651791,4781787309129320960,DZ:,19.98,0.187,12.33,0.92,8.8,1.13,11.7
71797040,2821445037006259712,DZ:,19.24,0.294,13.09,0.73,13.4,0.77,12.8
79713530,3788415210977967488,DZ,19.71,0.437,12.96,0.89,8.8,0.76,11.6
110522692,6456582760794423296,DZ:,19.84,0.249,13.24,0.93,8.8,1.07,11.7
90190101,4549895629612140928,DZ:,19.73,0.216,12.42,0.67,8.6,1.59,10.6
90286914,4560039934348371328,DZ:,19.97,0.378,13.34,0.75,8.6,0.69,10.3
76165655,3266836036114539904,DZ:,19.96,0.378,13.49,0.75,10.1,0.63,11.2
67926232,2153552814748001792,DZ:,19.82,0.146,13.57,0.68,12.4,0.58,11.3
111184905,6548644731949109632,DZ,19.75,0.242,12.73,0.64,7.8,0.7,11.3
115261073,117120150389577728,DZ,19.99,0.333,13.22,0.75,9.7,0.75,10.4
70157047,2507784915408909568,DC/DA,19.83,0.431,13.78,0.9,35.2,1.08,35.9
89864833,4516262191726719616,DZ:,19.56,0.339,13.44,0.8,9.4,0.9,10.4
63481065,1802323927021344896,DZ:,19.59,0.597,14.11,0.69,10.6,0.72,9.9
71524131,2770512570328029184,DZ:,19.05,0.393,13.8,0.89,13.5,0.85,13.4
94333308,5065681207124618112,DZ/DZA,19.07,0.249,13.19,0.78,7.9,0.51,9.7
89322726,4469046413617716352,DC:,19.27,0.311,12.97,0.78,8.5,0.77,10.6
60860931,1367504672081410048,DZ:,19.55,0.253,12.85,0.79,9.0,1.24,10.9
76102412,3252550150255673984,DZ:,19.89,0.091,12.67,0.97,8.6,0.95,11.1
84342789,4100097757833502592,DC/DZ,19.0,0.384,13.36,1.05,13.2,0.86,15.1
78898985,3640262375687005184,DZ/DC,19.93,0.407,12.89,0.79,10.4,0.82,13.3
110784051,6487089535539970816,DC:,19.33,0.117,12.54,0.95,8.3,0.7,15.9
75505059,3165853688468822912,DC:,19.64,0.276,13.03,1.03,22.4,0.99,21.7
79099660,3674247695985619328,DZ:,19.69,0.307,13.07,0.73,11.1,0.6,11.7
78853237,3633094796824116608,DC:,19.79,0.206,12.9,0.94,24.3,0.88,29.8
70429913,2559850609210106368,DQ:,19.85,0.504,13.32,0.89,9.0,0.58,9.8
93042015,4838865083734239488,DZ:,19.41,0.303,13.09,0.89,8.4,0.58,9.4
68464078,2190734831960239360,DZ:,19.08,0.11,12.65,0.8,12.8,0.86,16.7
80032496,3849136565255477760,DZ:,19.43,0.24,12.91,0.98,7.6,0.95,12.0
62950822,1736018015742624000,DZ:,19.66,0.561,14.1,0.69,10.3,1.01,8.2
56100283,633987647349118976,DZ/DC,19.79,0.136,13.06,0.92,9.0,0.64,10.4
75244802,3146525270484845440,DZ:,19.27,0.23,12.83,0.87,13.4,0.97,16.1
78749604,3614981309124094720,DZ/DA,19.06,0.573,13.86,0.7,8.3,0.89,14.4
75812945,3212924090492236032,DZ:,19.36,0.306,12.72,0.92,8.7,0.98,10.0
56115739,636705433930706048,DQ:,19.78,0.309,13.32,0.91,8.7,0.9,10.4
78973441,3652831271060654976,DZ:,19.7,0.029,12.67,0.71,8.5,0.66,9.5
114922573,31235750955914240,DZ:,19.41,0.381,13.38,0.92,9.9,0.91,11.6
87506529,4284318152241433600,DZ,19.6,0.169,12.46,0.68,8.9,0.82,10.7
64849500,1939842461947276800,DC/DA,18.69,0.592,14.03,2.55,15.9,1.25,13.7
90953777,4641857201609349632,DC:,18.25,0.134,12.68,0.19,3.2,0.75,18.0
87771953,4301818387319126400,DZ:,19.88,0.239,13.53,0.84,8.6,0.77,9.3
63258098,1772243075587928704,DQ:,19.56,0.393,13.4,0.61,8.7,0.6,9.7
67453956,2105542536442267392,DC:,19.54,0.09,12.65,0.8,7.8,0.85,9.8
90422343,4575743017677424384,DC/DB,19.75,0.512,13.67,1.31,12.1,1.39,8.8
71016664,2679197713027511552,DC:,19.66,0.428,14.04,1.24,38.2,0.9,37.8
69094184,2270533533318228992,DZ:,19.5,0.403,13.37,0.6,8.6,0.78,12.6
103574486,5878484908726646272,DZ/DA,19.41,0.461,13.17,0.69,8.1,0.64,7.1
80149558,3872875433616278784,DZ:,19.54,0.271,13.53,0.74,9.4,1.07,9.1
110081916,6408318667100112512,DC/DB,19.74,0.031,12.46,1.18,12.2,0.68,15.4
70640625,2605704981437044864,DC/DA,17.09,0.238,12.51,0.53,8.0,0.9,8.9
94880226,5175805886580531072,DZ:,19.83,0.386,12.27,0.87,9.4,0.82,11.9
86504788,4226851932184135552,DZ/DA,19.68,0.118,12.59,0.78,8.6,0.56,9.6
93719283,4952497205283436544,DZ:,19.84,0.303,13.4,0.84,7.6,1.23,10.5
89224003,4457399110845371520,DZ,19.53,0.22,12.71,0.7,7.8,0.76,10.5
64358334,1870208496474115200,DZ/DQ,19.8,0.327,13.64,0.56,8.9,0.99,9.0
70973934,2671851463525073152,DZ/DA,19.41,0.381,13.34,0.89,8.9,0.79,9.4
79025897,3661660211993375360,DZ/DA,19.68,0.184,13.03,1.09,9.3,1.02,10.0
69369576,2330729046159476864,DC:,19.13,0.458,13.79,0.97,7.6,1.34,7.2
79902470,3825275273147307904,DC/DA,19.71,0.177,12.86,0.83,8.8,0.71,12.1
79024398,3661420862055504640,DC/DA,19.52,0.241,12.83,0.97,11.7,0.77,12.6
86480922,4224790141724412160,DZ:,19.88,0.168,12.58,0.84,9.0,0.72,12.5
87555302,4287976811543910016,DZ:,19.67,0.178,13.69,0.74,8.2,0.8,8.7
103812657,5886914417664850048,DC/DZ,19.0,0.18,12.5,0.81,8.5,0.8,14.5
88348406,4328925231589271168,DZ:,19.36,0.455,13.19,0.67,7.3,0.64,6.8
109631563,6338843688436964608,DB/DC,19.65,0.096,13.01,0.78,10.8,1.12,13.4
63617919,1813491877076240640,DC:,19.75,0.192,12.97,0.76,9.4,0.79,11.9
86756641,4251114305519415808,DC:,19.11,0.37,13.5,0.87,7.8,0.8,9.1
109634100,6339349330641706752,DB:,19.24,0.459,12.77,0.72,12.9,0.96,13.7
61154911,1414339224563848320,DZ:,19.61,0.278,12.91,0.62,9.3,0.89,11.4
62977219,1739136750411382912,DZ:,19.48,0.228,12.65,0.7,8.2,0.57,8.9
90509563,4584873881924579840,DC:,19.89,0.164,13.07,0.67,17.4,0.77,15.4
71090396,2689160181727792512,DC/DQ,19.79,0.549,14.0,0.8,9.2,1.37,8.6
57391285,855361055035055104,DQ/DC,17.64,0.287,13.83,1.32,38.0,2.36,43.3
88417291,4342803336073965696,DZ:,19.81,0.391,12.97,0.77,9.2,0.96,10.1
88418961,4343174185024076288,DBAZ/DBZ,19.15,0.134,12.25,1.42,13.3,1.44,16.1
110789297,6487816832417990272,DC/DQ,19.73,0.188,13.12,1.04,8.9,1.15,17.3
89567692,4491516338179936000,DZ:,19.72,0.321,13.09,0.98,7.4,1.11,9.1
55934647,604377524331703680,DZ:,19.92,0.092,12.69,1.03,7.4,0.87,10.5
89233832,4458678912319732480,DC:,19.5,0.595,13.7,1.01,7.6,0.74,7.9
116702829,315436210833808384,DC:,19.68,0.345,13.5,2.57,11.4,0.98,14.1
67356970,2096635671922608768,DZ/DC,19.42,0.207,12.14,0.85,13.3,0.57,13.5
69050254,2262904537528432128,DZ:,19.62,0.234,13.23,0.84,8.1,0.87,9.0
101399933,5736406978222738176,DB:,19.84,0.326,12.33,1.45,9.8,0.39,2.6
79830257,3811204552263988992,DZ/DC,19.76,0.515,13.58,0.78,8.3,1.11,8.3
71506315,2766934514676138368,DC/DA,19.11,0.556,14.02,0.88,11.6,1.21,11.7
69170175,2288249345701636992,DC:,18.77,0.425,13.55,0.66,9.2,0.71,9.9
69978673,2472075114200625792,DZ/DC,19.73,0.375,13.65,0.81,12.8,0.91,13.3
89067187,4438280871379856512,DZA/DA,19.88,0.164,12.5,0.71,7.0,0.67,8.6
93984826,4999718004176942592,DZ/DA,20.0,0.495,14.12,0.89,6.5,0.78,9.6
76062212,3244998665739622144,DC:,19.97,0.1,13.2,0.85,11.3,1.21,12.2
62481584,1650524733210387712,DC:,19.18,0.219,12.71,0.89,17.9,0.79,17.9
87800455,4303642069100272768,DC/DA,19.34,0.343,13.76,1.16,6.7,0.96,8.1
67789701,2138007369598425856,DZ:,19.49,0.579,14.22,1.03,7.7,0.71,7.9
68498527,2194759005864498304,DZ:,19.45,0.219,12.95,0.67,7.0,0.79,9.3
114625268,6895794568978599808,DZ:,19.49,0.074,12.34,0.64,7.5,0.96,8.2
63194673,1763245668859505664,DZ/DC,19.72,0.376,14.06,0.67,7.3,1.06,8.5
67982595,2160515953165916032,DC/DZ,19.42,0.318,13.18,0.52,12.3,0.62,16.3
56131835,639953906675490304,DC/DA,19.86,0.397,13.98,0.86,7.7,1.03,9.4
92557548,4768023824435213824,DZ:,20.0,0.471,13.05,0.77,9.0,0.95,13.3
89398696,4475627884057466496,DZ:,19.54,0.419,13.42,1.0,7.3,0.73,8.7
79377773,3721629156719642240,DC:,19.58,0.053,12.6,0.7,6.4,0.95,9.0
74583848,3097718327285708416,DZ,19.88,0.115,12.34,0.8,12.3,0.82,12.6
61226553,1425141174687994752,DZ/DZA,19.73,0.297,13.08,0.53,6.9,0.73,8.6
86749535,4250323447421235328,DZ:,19.74,0.133,12.77,0.71,8.6,1.06,10.4
60345788,1302407055367510656,DZ:,19.8,0.379,13.35,0.56,7.1,0.85,7.6
68023323,2163363074111625856,DZ/DC,19.71,0.269,12.34,1.01,8.6,10.52,9.4
110908720,6504541331990820736,DC/DBAZ,19.92,0.028,12.62,1.12,11.6,0.77,16.1
55836126,588981269166125568,DC:,19.86,0.253,12.56,0.85,8.8,0.84,9.8
65942622,2016848438122182272,DZ:,19.5,0.27,13.11,5.5,8.9,1.32,10.6
70360287,2546743262376424064,DZ:,19.96,0.17,13.05,0.86,12.0,1.17,12.5
75797542,3210875803408495232,DC/DZ,19.31,0.406,12.77,1.88,9.4,1.11,8.6
64763236,1927459379734336512,DC:,18.97,0.414,13.63,1.96,13.1,1.19,12.8
90208138,4551455561731842944,DC/DA,19.87,0.582,12.64,1.0,7.4,1.37,8.6
67277255,2089524507450317184,DZ:,19.79,0.473,13.54,0.71,7.1,0.58,8.1
67325997,2093973921770060800,DC:,19.73,0.304,13.27,0.58,10.9,0.68,10.9
77290877,3398291034991635840,DZ/DZA,19.84,0.472,13.84,0.83,6.8,0.84,6.7
68963891,2250407007330968192,DC/DB,19.27,0.597,14.01,0.86,8.8,0.64,6.0
68729222,2216301221792360192,DZ/DBZ,19.88,0.418,13.69,0.86,8.9,0.82,9.8
92620897,4777008144399714432,DC:,19.71,0.131,12.33,0.75,7.1,1.09,11.9
97088749,5353199997409497856,DZ:,19.09,0.148,12.55,1.02,7.3,0.99,10.7
75901783,3224808058840701568,DZ:,19.88,0.208,13.25,1.22,8.5,0.8,9.3
89659190,4501753753507488000,DZ:,19.75,0.519,13.82,0.73,6.4,0.82,6.5
68644277,2207067694941012736,DZ:,18.87,0.098,12.46,2.09,6.7,0.8,7.0
63366118,1787508213990613376,DB/DC,19.56,0.399,13.49,1.14,9.8,0.64,8.5
78952232,3649504698631487744,DZ/DBAZ,19.9,0.297,12.37,1.15,6.2,0.84,8.3
67113354,2076798828590802816,DQ/DC,19.85,0.316,12.63,1.13,8.3,0.7,8.8
89900867,4519017941496869632,DC:,19.62,0.432,13.19,0.9,8.7,2.43,8.7
65275835,1975669837882905216,DZ:,19.95,0.385,13.08,0.93,8.3,0.6,8.9
63344880,1784862514136849920,DC/DA,19.59,0.459,13.75,0.59,10.5,1.08,11.2
88876852,4413566122026366720,DBAZ/DBZ,19.85,0.228,12.2,0.92,7.5,0.79,9.8
79086053,3671982392796272512,DC/DA,19.66,0.496,13.89,0.99,9.6,0.91,8.7
61147500,1413190819028532480,DB/DC,19.99,0.146,12.06,0.95,5.5,0.74,7.9
63522045,1805687882849261952,DZ:,19.55,0.246,12.39,0.88,8.2,0.9,8.9
115176140,96801347307414784,DC/DA,19.54,0.355,13.16,4.08,8.7,0.69,9.4
75746546,3203024397032267776,DC:,19.9,0.259,12.96,0.97,8.8,0.64,11.9
67614639,2121299225261872384,DC/DA,19.72,0.592,14.14,0.79,9.9,0.83,10.6
67529085,2112166509883886208,DZ:,19.83,0.095,12.77,0.88,10.1,0.85,12.8
55812723,584716401001115392,DZ/DA,19.71,0.239,13.24,0.9,5.8,0.68,7.1
110115890,6412428916443106816,DZ/DA,19.89,0.27,13.52,0.5,7.4,0.94,9.6
55966751,609157857291885696,DZ:,19.8,0.323,12.69,0.73,5.7,1.1,7.8
